Mod:Item:MetaData, Localized Name
TConstruct:BoltPart:142, Fairy Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:143, Certus Quartz Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:2000, Constantan Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:BoltPart:164, Amethyst Bolt
TConstruct:BoltPart:165, Peridot Bolt
TConstruct:BoltPart:166, Ruby Bolt
TConstruct:BoltPart:167, Sapphire Bolt
TConstruct:BoltPart:171, Dark Steel Bolt
TConstruct:BoltPart:173, RedAurum Bolt
TConstruct:BoltPart:180, Glue Bolt
TConstruct:BoltPart:126, Mithril Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
ExtraTiC:funStuffIngot:0, Fairy Ingot
ExtraTiC:funStuffIngot:1, Pokefennium Ingot
ExtraTiC:funStuffIngot:2, RedAurum Ingot
ExtraTiC:drulloyIngot:0, Drulloy Ingot
ExtraTiC:arrowhead:2000, Constantan Arrowhead
ExtraTiC:arrowhead:164, Amethyst Arrowhead
ExtraTiC:arrowhead:180, Glue Arrowhead
ExtraTiC:arrowhead:165, Peridot Arrowhead
ExtraTiC:arrowhead:166, Ruby Arrowhead
ExtraTiC:arrowhead:167, Sapphire Arrowhead
ExtraTiC:arrowhead:171, Dark Steel Arrowhead
ExtraTiC:arrowhead:141, Pokefennium Arrowhead
ExtraTiC:arrowhead:173, RedAurum Arrowhead
ExtraTiC:arrowhead:142, Fairy Arrowhead
ExtraTiC:arrowhead:126, Mithril Arrowhead
ExtraTiC:arrowhead:143, Certus Quartz Arrowhead
ExtraTiC:axeHead:2000, Constantan Axe Head
ExtraTiC:axeHead:164, Amethyst Axe Head
ExtraTiC:axeHead:180, Glue Axe Head
ExtraTiC:axeHead:165, Peridot Axe Head
ExtraTiC:axeHead:166, Ruby Axe Head
ExtraTiC:axeHead:167, Sapphire Axe Head
ExtraTiC:axeHead:171, Dark Steel Axe Head
ExtraTiC:axeHead:141, Pokefennium Axe Head
ExtraTiC:axeHead:173, RedAurum Axe Head
ExtraTiC:axeHead:142, Fairy Axe Head
ExtraTiC:axeHead:126, Mithril Axe Head
ExtraTiC:axeHead:143, Certus Quartz Axe Head
ExtraTiC:battelSign:2000, Constantan Battle Sign
ExtraTiC:battelSign:164, Amethyst Battle Sign
ExtraTiC:battelSign:180, Glue Battle Sign
ExtraTiC:battelSign:165, Peridot Battle Sign
ExtraTiC:battelSign:166, Ruby Battle Sign
ExtraTiC:battelSign:167, Sapphire Battle Sign
ExtraTiC:battelSign:171, Dark Steel Battle Sign
ExtraTiC:battelSign:141, Pokefennium Battle Sign
ExtraTiC:battelSign:173, RedAurum Battle Sign
ExtraTiC:battelSign:142, Fairy Battle Sign
ExtraTiC:battelSign:126, Mithril Battle Sign
ExtraTiC:battelSign:143, Certus Quartz Battle Sign
ExtraTiC:binding:2000, Constantan Binding
ExtraTiC:binding:164, Amethyst Binding
ExtraTiC:binding:180, Glue Binding
ExtraTiC:binding:165, Peridot Binding
ExtraTiC:binding:166, Ruby Binding
ExtraTiC:binding:167, Sapphire Binding
ExtraTiC:binding:171, Dark Steel Binding
ExtraTiC:binding:141, Pokefennium Binding
ExtraTiC:binding:173, RedAurum Binding
ExtraTiC:binding:142, Fairy Binding
ExtraTiC:binding:126, Mithril Binding
ExtraTiC:binding:143, Certus Quartz Binding
ExtraTiC:chiselHead:2000, Constantan Chisel Head
ExtraTiC:chiselHead:164, Amethyst Chisel Head
ExtraTiC:chiselHead:180, Glue Chisel Head
ExtraTiC:chiselHead:165, Peridot Chisel Head
ExtraTiC:chiselHead:166, Ruby Chisel Head
ExtraTiC:chiselHead:167, Sapphire Chisel Head
ExtraTiC:chiselHead:171, Dark Steel Chisel Head
ExtraTiC:chiselHead:141, Pokefennium Chisel Head
ExtraTiC:chiselHead:173, RedAurum Chisel Head
ExtraTiC:chiselHead:142, Fairy Chisel Head
ExtraTiC:chiselHead:126, Mithril Chisel Head
ExtraTiC:chiselHead:143, Certus Quartz Chisel Head
ExtraTiC:chunk:2000, Constantan Chunk
ExtraTiC:chunk:164, Amethyst Chunk
ExtraTiC:chunk:180, Glue Chunk
ExtraTiC:chunk:165, Peridot Chunk
ExtraTiC:chunk:166, Ruby Chunk
ExtraTiC:chunk:167, Sapphire Chunk
ExtraTiC:chunk:171, Dark Steel Chunk
ExtraTiC:chunk:141, Pokefennium Chunk
ExtraTiC:chunk:173, RedAurum Chunk
ExtraTiC:chunk:142, Fairy Chunk
ExtraTiC:chunk:126, Mithril Chunk
ExtraTiC:chunk:143, Certus Quartz Chunk
ExtraTiC:crossbar:2000, Constantan Crossbar
ExtraTiC:crossbar:164, Amethyst Crossbar
ExtraTiC:crossbar:180, Glue Crossbar
ExtraTiC:crossbar:165, Peridot Crossbar
ExtraTiC:crossbar:166, Ruby Crossbar
ExtraTiC:crossbar:167, Sapphire Crossbar
ExtraTiC:crossbar:171, Dark Steel Crossbar
ExtraTiC:crossbar:141, Pokefennium Crossbar
ExtraTiC:crossbar:173, RedAurum Crossbar
ExtraTiC:crossbar:142, Fairy Crossbar
ExtraTiC:crossbar:126, Mithril Crossbar
ExtraTiC:crossbar:143, Certus Quartz Crossbar
ExtraTiC:excavatorHead:2000, Constantan Excavator Head
ExtraTiC:excavatorHead:164, Amethyst Excavator Head
ExtraTiC:excavatorHead:180, Glue Excavator Head
ExtraTiC:excavatorHead:165, Peridot Excavator Head
ExtraTiC:excavatorHead:166, Ruby Excavator Head
ExtraTiC:excavatorHead:167, Sapphire Excavator Head
ExtraTiC:excavatorHead:171, Dark Steel Excavator Head
ExtraTiC:excavatorHead:141, Pokefennium Excavator Head
ExtraTiC:excavatorHead:173, RedAurum Excavator Head
ExtraTiC:excavatorHead:142, Fairy Excavator Head
ExtraTiC:excavatorHead:126, Mithril Excavator Head
ExtraTiC:excavatorHead:143, Certus Quartz Excavator Head
ExtraTiC:frypanHead:2000, Constantan Pan Head
ExtraTiC:frypanHead:164, Amethyst Pan Head
ExtraTiC:frypanHead:180, Glue Pan Head
ExtraTiC:frypanHead:165, Peridot Pan Head
ExtraTiC:frypanHead:166, Ruby Pan Head
ExtraTiC:frypanHead:167, Sapphire Pan Head
ExtraTiC:frypanHead:171, Dark Steel Pan Head
ExtraTiC:frypanHead:141, Pokefennium Pan Head
ExtraTiC:frypanHead:173, RedAurum Pan Head
ExtraTiC:frypanHead:142, Fairy Pan Head
ExtraTiC:frypanHead:126, Mithril Pan Head
ExtraTiC:frypanHead:143, Certus Quartz Pan Head
ExtraTiC:fullGuard:2000, Constantan Full Guard
ExtraTiC:fullGuard:164, Amethyst Full Guard
ExtraTiC:fullGuard:180, Glue Full Guard
ExtraTiC:fullGuard:165, Peridot Full Guard
ExtraTiC:fullGuard:166, Ruby Full Guard
ExtraTiC:fullGuard:167, Sapphire Full Guard
ExtraTiC:fullGuard:171, Dark Steel Full Guard
ExtraTiC:fullGuard:141, Pokefennium Full Guard
ExtraTiC:fullGuard:173, RedAurum Full Guard
ExtraTiC:fullGuard:142, Fairy Full Guard
ExtraTiC:fullGuard:126, Mithril Full Guard
ExtraTiC:fullGuard:143, Certus Quartz Full Guard
ExtraTiC:hammerHead:2000, Constantan Hammer Head
ExtraTiC:hammerHead:164, Amethyst Hammer Head
ExtraTiC:hammerHead:180, Glue Hammer Head
ExtraTiC:hammerHead:165, Peridot Hammer Head
ExtraTiC:hammerHead:166, Ruby Hammer Head
ExtraTiC:hammerHead:167, Sapphire Hammer Head
ExtraTiC:hammerHead:171, Dark Steel Hammer Head
ExtraTiC:hammerHead:141, Pokefennium Hammer Head
ExtraTiC:hammerHead:173, RedAurum Hammer Head
ExtraTiC:hammerHead:142, Fairy Hammer Head
ExtraTiC:hammerHead:126, Mithril Hammer Head
ExtraTiC:hammerHead:143, Certus Quartz Hammer Head
ExtraTiC:knifeBlade:2000, Constantan Knife Blade
ExtraTiC:knifeBlade:164, Amethyst Knife Blade
ExtraTiC:knifeBlade:180, Glue Knife Blade
ExtraTiC:knifeBlade:165, Peridot Knife Blade
ExtraTiC:knifeBlade:166, Ruby Knife Blade
ExtraTiC:knifeBlade:167, Sapphire Knife Blade
ExtraTiC:knifeBlade:171, Dark Steel Knife Blade
ExtraTiC:knifeBlade:141, Pokefennium Knife Blade
ExtraTiC:knifeBlade:173, RedAurum Knife Blade
ExtraTiC:knifeBlade:142, Fairy Knife Blade
ExtraTiC:knifeBlade:126, Mithril Knife Blade
ExtraTiC:knifeBlade:143, Certus Quartz Knife Blade
ExtraTiC:largeGuard:2000, Constantan Large Guard
ExtraTiC:largeGuard:164, Amethyst Large Guard
ExtraTiC:largeGuard:180, Glue Large Guard
ExtraTiC:largeGuard:165, Peridot Large Guard
ExtraTiC:largeGuard:166, Ruby Large Guard
ExtraTiC:largeGuard:167, Sapphire Large Guard
ExtraTiC:largeGuard:171, Dark Steel Large Guard
ExtraTiC:largeGuard:141, Pokefennium Large Guard
ExtraTiC:largeGuard:173, RedAurum Large Guard
ExtraTiC:largeGuard:142, Fairy Large Guard
ExtraTiC:largeGuard:126, Mithril Large Guard
ExtraTiC:largeGuard:143, Certus Quartz Large Guard
ExtraTiC:largeSwordBlade:2000, Constantan Large Sword Blade
ExtraTiC:largeSwordBlade:164, Amethyst Large Sword Blade
ExtraTiC:largeSwordBlade:180, Glue Large Sword Blade
ExtraTiC:largeSwordBlade:165, Peridot Large Sword Blade
ExtraTiC:largeSwordBlade:166, Ruby Large Sword Blade
ExtraTiC:largeSwordBlade:167, Sapphire Large Sword Blade
ExtraTiC:largeSwordBlade:171, Dark Steel Large Sword Blade
ExtraTiC:largeSwordBlade:141, Pokefennium Large Sword Blade
ExtraTiC:largeSwordBlade:173, RedAurum Large Sword Blade
ExtraTiC:largeSwordBlade:142, Fairy Large Sword Blade
ExtraTiC:largeSwordBlade:126, Mithril Large Sword Blade
ExtraTiC:largeSwordBlade:143, Certus Quartz Large Sword Blade
ExtraTiC:largeplate:2000, Constantan Large Plate
ExtraTiC:largeplate:164, Amethyst Large Plate
ExtraTiC:largeplate:180, Glue Large Plate
ExtraTiC:largeplate:165, Peridot Large Plate
ExtraTiC:largeplate:166, Ruby Large Plate
ExtraTiC:largeplate:167, Sapphire Large Plate
ExtraTiC:largeplate:171, Dark Steel Large Plate
ExtraTiC:largeplate:141, Pokefennium Large Plate
ExtraTiC:largeplate:173, RedAurum Large Plate
ExtraTiC:largeplate:142, Fairy Large Plate
ExtraTiC:largeplate:126, Mithril Large Plate
ExtraTiC:largeplate:143, Certus Quartz Large Plate
ExtraTiC:lumberaxeHead:2000, Constantan Broad Axe Head
ExtraTiC:lumberaxeHead:164, Amethyst Broad Axe Head
ExtraTiC:lumberaxeHead:180, Glue Broad Axe Head
ExtraTiC:lumberaxeHead:165, Peridot Broad Axe Head
ExtraTiC:lumberaxeHead:166, Ruby Broad Axe Head
ExtraTiC:lumberaxeHead:167, Sapphire Broad Axe Head
ExtraTiC:lumberaxeHead:171, Dark Steel Broad Axe Head
ExtraTiC:lumberaxeHead:141, Pokefennium Broad Axe Head
ExtraTiC:lumberaxeHead:173, RedAurum Broad Axe Head
ExtraTiC:lumberaxeHead:142, Fairy Broad Axe Head
ExtraTiC:lumberaxeHead:126, Mithril Broad Axe Head
ExtraTiC:lumberaxeHead:143, Certus Quartz Broad Axe Head
ExtraTiC:mediumGuard:2000, Constantan Medium Guard
ExtraTiC:mediumGuard:164, Amethyst Medium Guard
ExtraTiC:mediumGuard:180, Glue Medium Guard
ExtraTiC:mediumGuard:165, Peridot Medium Guard
ExtraTiC:mediumGuard:166, Ruby Medium Guard
ExtraTiC:mediumGuard:167, Sapphire Medium Guard
ExtraTiC:mediumGuard:171, Dark Steel Medium Guard
ExtraTiC:mediumGuard:141, Pokefennium Medium Guard
ExtraTiC:mediumGuard:173, RedAurum Medium Guard
ExtraTiC:mediumGuard:142, Fairy Medium Guard
ExtraTiC:mediumGuard:126, Mithril Medium Guard
ExtraTiC:mediumGuard:143, Certus Quartz Medium Guard
ExtraTiC:pickaxeHead:2000, Constantan Pickaxe Head
ExtraTiC:pickaxeHead:164, Amethyst Pickaxe Head
ExtraTiC:pickaxeHead:180, Glue Pickaxe Head
ExtraTiC:pickaxeHead:165, Peridot Pickaxe Head
ExtraTiC:pickaxeHead:166, Ruby Pickaxe Head
ExtraTiC:pickaxeHead:167, Sapphire Pickaxe Head
ExtraTiC:pickaxeHead:171, Dark Steel Pickaxe Head
ExtraTiC:pickaxeHead:141, Pokefennium Pickaxe Head
ExtraTiC:pickaxeHead:173, RedAurum Pickaxe Head
ExtraTiC:pickaxeHead:142, Fairy Pickaxe Head
ExtraTiC:pickaxeHead:126, Mithril Pickaxe Head
ExtraTiC:pickaxeHead:143, Certus Quartz Pickaxe Head
ExtraTiC:scytheHead:2000, Constantan Scythe Head
ExtraTiC:scytheHead:164, Amethyst Scythe Head
ExtraTiC:scytheHead:180, Glue Scythe Head
ExtraTiC:scytheHead:165, Peridot Scythe Head
ExtraTiC:scytheHead:166, Ruby Scythe Head
ExtraTiC:scytheHead:167, Sapphire Scythe Head
ExtraTiC:scytheHead:171, Dark Steel Scythe Head
ExtraTiC:scytheHead:141, Pokefennium Scythe Head
ExtraTiC:scytheHead:173, RedAurum Scythe Head
ExtraTiC:scytheHead:142, Fairy Scythe Head
ExtraTiC:scytheHead:126, Mithril Scythe Head
ExtraTiC:scytheHead:143, Certus Quartz Scythe Head
ExtraTiC:shovelHead:2000, Constantan Shovel Head
ExtraTiC:shovelHead:164, Amethyst Shovel Head
ExtraTiC:shovelHead:180, Glue Shovel Head
ExtraTiC:shovelHead:165, Peridot Shovel Head
ExtraTiC:shovelHead:166, Ruby Shovel Head
ExtraTiC:shovelHead:167, Sapphire Shovel Head
ExtraTiC:shovelHead:171, Dark Steel Shovel Head
ExtraTiC:shovelHead:141, Pokefennium Shovel Head
ExtraTiC:shovelHead:173, RedAurum Shovel Head
ExtraTiC:shovelHead:142, Fairy Shovel Head
ExtraTiC:shovelHead:126, Mithril Shovel Head
ExtraTiC:shovelHead:143, Certus Quartz Shovel Head
ExtraTiC:swordBlade:2000, Constantan Sword Blade
ExtraTiC:swordBlade:164, Amethyst Sword Blade
ExtraTiC:swordBlade:180, Glue Sword Blade
ExtraTiC:swordBlade:165, Peridot Sword Blade
ExtraTiC:swordBlade:166, Ruby Sword Blade
ExtraTiC:swordBlade:167, Sapphire Sword Blade
ExtraTiC:swordBlade:171, Dark Steel Sword Blade
ExtraTiC:swordBlade:141, Pokefennium Sword Blade
ExtraTiC:swordBlade:173, RedAurum Sword Blade
ExtraTiC:swordBlade:142, Fairy Sword Blade
ExtraTiC:swordBlade:126, Mithril Sword Blade
ExtraTiC:swordBlade:143, Certus Quartz Sword Blade
ExtraTiC:toolrod:2000, Constantan Tool Rod
ExtraTiC:toolrod:164, Amethyst Tool Rod
ExtraTiC:toolrod:180, Glue Tool Rod
ExtraTiC:toolrod:165, Peridot Tool Rod
ExtraTiC:toolrod:166, Ruby Tool Rod
ExtraTiC:toolrod:167, Sapphire Tool Rod
ExtraTiC:toolrod:171, Dark Steel Tool Rod
ExtraTiC:toolrod:141, Pokefennium Tool Rod
ExtraTiC:toolrod:173, RedAurum Tool Rod
ExtraTiC:toolrod:142, Fairy Tool Rod
ExtraTiC:toolrod:126, Mithril Tool Rod
ExtraTiC:toolrod:143, Certus Quartz Tool Rod
ExtraTiC:toughbind:2000, Constantan Tough Binding
ExtraTiC:toughbind:164, Amethyst Tough Binding
ExtraTiC:toughbind:180, Glue Tough Binding
ExtraTiC:toughbind:165, Peridot Tough Binding
ExtraTiC:toughbind:166, Ruby Tough Binding
ExtraTiC:toughbind:167, Sapphire Tough Binding
ExtraTiC:toughbind:171, Dark Steel Tough Binding
ExtraTiC:toughbind:141, Pokefennium Tough Binding
ExtraTiC:toughbind:173, RedAurum Tough Binding
ExtraTiC:toughbind:142, Fairy Tough Binding
ExtraTiC:toughbind:126, Mithril Tough Binding
ExtraTiC:toughbind:143, Certus Quartz Tough Binding
ExtraTiC:toughrod:2000, Constantan Tough Rod
ExtraTiC:toughrod:164, Amethyst Tough Rod
ExtraTiC:toughrod:180, Glue Tough Rod
ExtraTiC:toughrod:165, Peridot Tough Rod
ExtraTiC:toughrod:166, Ruby Tough Rod
ExtraTiC:toughrod:167, Sapphire Tough Rod
ExtraTiC:toughrod:171, Dark Steel Tough Rod
ExtraTiC:toughrod:141, Pokefennium Tough Rod
ExtraTiC:toughrod:173, RedAurum Tough Rod
ExtraTiC:toughrod:142, Fairy Tough Rod
ExtraTiC:toughrod:126, Mithril Tough Rod
ExtraTiC:toughrod:143, Certus Quartz Tough Rod
ExtraTiC:shuriken:2000, Constantan Shuriken
ExtraTiC:shuriken:164, Amethyst Shuriken
ExtraTiC:shuriken:180, Glue Shuriken
ExtraTiC:shuriken:165, Peridot Shuriken
ExtraTiC:shuriken:166, Ruby Shuriken
ExtraTiC:shuriken:167, Sapphire Shuriken
ExtraTiC:shuriken:171, Dark Steel Shuriken
ExtraTiC:shuriken:141, Pokefennium Shuriken
ExtraTiC:shuriken:173, RedAurum Shuriken
ExtraTiC:shuriken:142, Fairy Shuriken
ExtraTiC:shuriken:126, Mithril Shuriken
ExtraTiC:shuriken:143, Certus Quartz Shuriken
ExtraTiC:BowLimb:2000, Constantan Bow Limb
ExtraTiC:BowLimb:164, Amethyst Bow Limb
ExtraTiC:BowLimb:180, Glue Bow Limb
ExtraTiC:BowLimb:165, Peridot Bow Limb
ExtraTiC:BowLimb:166, Ruby Bow Limb
ExtraTiC:BowLimb:167, Sapphire Bow Limb
ExtraTiC:BowLimb:171, Dark Steel Bow Limb
ExtraTiC:BowLimb:141, Pokefennium Bow Limb
ExtraTiC:BowLimb:173, RedAurum Bow Limb
ExtraTiC:BowLimb:142, Fairy Bow Limb
ExtraTiC:BowLimb:126, Mithril Bow Limb
ExtraTiC:BowLimb:143, Certus Quartz Bow Limb
ExtraTiC:CrossbowLimb:2000, Constantan Crossbow Limb
ExtraTiC:CrossbowLimb:164, Amethyst Crossbow Limb
ExtraTiC:CrossbowLimb:180, Glue Crossbow Limb
ExtraTiC:CrossbowLimb:165, Peridot Crossbow Limb
ExtraTiC:CrossbowLimb:166, Ruby Crossbow Limb
ExtraTiC:CrossbowLimb:167, Sapphire Crossbow Limb
ExtraTiC:CrossbowLimb:171, Dark Steel Crossbow Limb
ExtraTiC:CrossbowLimb:141, Pokefennium Crossbow Limb
ExtraTiC:CrossbowLimb:173, RedAurum Crossbow Limb
ExtraTiC:CrossbowLimb:142, Fairy Crossbow Limb
ExtraTiC:CrossbowLimb:126, Mithril Crossbow Limb
ExtraTiC:CrossbowLimb:143, Certus Quartz Crossbow Limb
ExtraTiC:CrossbowBody:2000, Constantan Crossbow Body
ExtraTiC:CrossbowBody:164, Amethyst Crossbow Body
ExtraTiC:CrossbowBody:180, Glue Crossbow Body
ExtraTiC:CrossbowBody:165, Peridot Crossbow Body
ExtraTiC:CrossbowBody:166, Ruby Crossbow Body
ExtraTiC:CrossbowBody:167, Sapphire Crossbow Body
ExtraTiC:CrossbowBody:171, Dark Steel Crossbow Body
ExtraTiC:CrossbowBody:141, Pokefennium Crossbow Body
ExtraTiC:CrossbowBody:173, RedAurum Crossbow Body
ExtraTiC:CrossbowBody:142, Fairy Crossbow Body
ExtraTiC:CrossbowBody:126, Mithril Crossbow Body
ExtraTiC:CrossbowBody:143, Certus Quartz Crossbow Body
ExtraTiC:Blot:2000, Constantan Bolt
ExtraTiC:Blot:164, Amethyst Bolt
ExtraTiC:Blot:180, Glue Bolt
ExtraTiC:Blot:165, Peridot Bolt
ExtraTiC:Blot:166, Ruby Bolt
ExtraTiC:Blot:167, Sapphire Bolt
ExtraTiC:Blot:171, Dark Steel Bolt
ExtraTiC:Blot:141, Pokefennium Bolt
ExtraTiC:Blot:173, RedAurum Bolt
ExtraTiC:Blot:142, Fairy Bolt
ExtraTiC:Blot:126, Mithril Bolt
ExtraTiC:Blot:143, Certus Quartz Bolt
ExtraTiC:extra.bucket:5, Molten RedAurum Bucket
ExtraTiC:extra.bucket:10, Molten Zinc Bucket
ExtraTiC:extra.bucket:4, Molten Pokefennium Bucket
ExtraTiC:extra.bucket:9, Molten Dark Steel Bucket
ExtraTiC:extra.bucket:36, Molten Constantan Bucket
ExtraTiC:extra.bucket:1, Molten Fairy Bucket
ExtraTiC:extra.bucket:12, Molten Adamantine Bucket
ExtraTiC:extra.bucket:11, Molten Brass Bucket
hbm:item.redstone_sword, Redstone Sword
hbm:item.big_sword, Great Sword
hbm:item.test_helmet, item.test_helmet.name
hbm:item.test_chestplate, item.test_chestplate.name
hbm:item.test_leggings, item.test_leggings.name
hbm:item.test_boots, item.test_boots.name
hbm:item.cape_test, item.cape_test.name
hbm:item.test_nuke_igniter, Igniter
hbm:item.test_nuke_propellant, Propellant
hbm:item.test_nuke_tier1_shielding, Neutron Reflector (Tier 1)
hbm:item.test_nuke_tier2_shielding, Neutron Reflector (Tier 2)
hbm:item.test_nuke_tier1_bullet, U235 Projectile (Tier 1)
hbm:item.test_nuke_tier2_bullet, MOX Projectile (Tier 2)
hbm:item.test_nuke_tier1_target, Subcritical U235 Target (Tier 1)
hbm:item.test_nuke_tier2_target, Subcritical MOX Target (Tier 2)
hbm:item.ingot_uranium, Uranium Ingot
hbm:item.ingot_u233, Uranium-233 Ingot
hbm:item.ingot_u235, Uranium-235 Ingot
hbm:item.ingot_u238, Uranium-238 Ingot
hbm:item.ingot_u238m2:0, Metastable Uranium-238M2 Ingot
hbm:item.ingot_th232, Thorium-232 Ingot
hbm:item.ingot_plutonium, Plutonium Ingot
hbm:item.ingot_pu238, Plutonium-238 Ingot
hbm:item.ingot_pu239, Plutonium-239 Ingot
hbm:item.ingot_pu240, Plutonium-240 Ingot
hbm:item.ingot_pu241, Plutonium-241 Ingot
hbm:item.ingot_pu_mix, Reactor Grade Plutonium Ingot
hbm:item.ingot_am241, Americium-241 Ingot
hbm:item.ingot_am242, Americium-242 Ingot
hbm:item.ingot_am_mix, Reactor Grade Americium Ingot
hbm:item.ingot_neptunium, Neptunium Ingot
hbm:item.ingot_polonium, Polonium-210 Ingot
hbm:item.ingot_technetium, Technetium-99 Ingot
hbm:item.ingot_co60, Cobalt-60 Ingot
hbm:item.ingot_sr90, Strontium-90 Ingot
hbm:item.ingot_au198, Gold-198 Ingot
hbm:item.ingot_pb209, Lead-209 Ingot
hbm:item.ingot_ra226, Radium-226 Ingot
hbm:item.ingot_titanium, Titanium Ingot
hbm:item.ingot_copper, Industrial Grade Copper
hbm:item.ingot_red_copper, Minecraft Grade Copper
hbm:item.ingot_advanced_alloy, Advanced Alloy Ingot
hbm:item.ingot_tungsten, Tungsten Ingot
hbm:item.ingot_aluminium, Aluminium Ingot
hbm:item.ingot_steel, Steel Ingot
hbm:item.ingot_tcalloy, Technetium Steel Ingot
hbm:item.ingot_cdalloy, Cadmium Steel Ingot
hbm:item.ingot_lead, Lead Ingot
hbm:item.ingot_bismuth, Bismuth Ingot
hbm:item.ingot_arsenic, Arsenic Ingot
hbm:item.ingot_calcium, Calcium Ingot
hbm:item.ingot_cadmium, Cadmium Ingot
hbm:item.ingot_tantalium, Tantalium Ingot
hbm:item.ingot_niobium, Niobium Ingot
hbm:item.ingot_beryllium, Beryllium Ingot
hbm:item.ingot_cobalt, Cobalt Ingot
hbm:item.ingot_boron, Boron Ingot
hbm:item.ingot_graphite, Graphite Ingot
hbm:item.ingot_firebrick, Firebrick
hbm:item.ingot_dura_steel, High-Speed Steel Ingot
hbm:item.ingot_polymer, Polymer Bar
hbm:item.ingot_bakelite, Bakelite Bar
hbm:item.ingot_rubber, Rubber Bar
hbm:item.ingot_pc, Hard Plastic Bar
hbm:item.ingot_pvc, PVC Bar
hbm:item.ingot_mud, Solid Mud Brick
hbm:item.ingot_schraranium, Schraranium Ingot
hbm:item.ingot_schrabidium, Schrabidium Ingot
hbm:item.ingot_schrabidate, Ferric Schrabidate Ingot
hbm:item.ingot_magnetized_tungsten, Magnetized Tungsten Ingot
hbm:item.ingot_combine_steel, CMB Steel Ingot
hbm:item.ingot_solinium, Solinium Ingot
hbm:item.ingot_gh336, Ghiorsium-336 Ingot
hbm:item.ingot_uranium_fuel, Ingot of Uranium Fuel
hbm:item.ingot_thorium_fuel, Ingot of Thorium Fuel
hbm:item.ingot_plutonium_fuel, Ingot of Plutonium Fuel
hbm:item.ingot_neptunium_fuel, Neptunium Fuel Ingot
hbm:item.ingot_mox_fuel, Ingot of MOX Fuel
hbm:item.ingot_americium_fuel, Ingot of Americium Fuel
hbm:item.ingot_schrabidium_fuel, Ingot of Schrabidium Fuel
hbm:item.ingot_hes, Highly Enriched Schrabidium Fuel Ingot
hbm:item.ingot_les, Low Enriched Schrabidium Fuel Ingot
hbm:item.ingot_australium, Australium Ingot
hbm:item.ingot_weidanium, Weidanium Ingot
hbm:item.ingot_reiium, Reiium Ingot
hbm:item.ingot_unobtainium, Unobtainium Ingot
hbm:item.ingot_daffergon, Daffergon Ingot
hbm:item.ingot_verticium, Verticium Ingot
hbm:item.ingot_lanthanium, Semi-Stable Lanthanium Ingot
hbm:item.ingot_actinium, Actinium-227 Ingot
hbm:item.ingot_desh, Desh Ingot
hbm:item.ingot_ferrouranium, Ferrouranium Ingot
hbm:item.ingot_starmetal:0, §9Starmetal Ingot§r
hbm:item.ingot_saturnite, Saturnite Ingot
hbm:item.ingot_euphemium, Euphemium Ingot
hbm:item.ingot_dineutronium, Dineutronium Ingot
hbm:item.ingot_electronium, Electronium Ingot
hbm:item.ingot_smore, S'more Ingot
hbm:item.ingot_osmiridium, Osmiridium Ingot
hbm:item.ingot_steel_dusted:0, Dusted Steel Ingot
hbm:item.ingot_chainsteel, Heavy Chainsteel
hbm:item.ingot_meteorite, Meteorite Ingot
hbm:item.ingot_meteorite_forged, Forged Meteorite Ingot
hbm:item.blade_meteorite, Meteorite Blade
hbm:item.ingot_phosphorus, Bar of White Phosphorus
hbm:item.lithium, Lithium Cube
hbm:item.ingot_zirconium, Zirconium Cube
hbm:item.ingot_semtex, Bar of Semtex
hbm:item.ingot_c4, Bar of Composition C-4
hbm:item.oil_tar:0, Oil Tar
hbm:item.oil_tar:1, Crack Oil Tar
hbm:item.oil_tar:2, Coal Tar
hbm:item.oil_tar:3, Wood Tar
hbm:item.oil_tar:4, Chlorinated Petroleum Wax
hbm:item.oil_tar:5, Paraffin Wax
hbm:item.solid_fuel, Solid Fuel
hbm:item.solid_fuel_presto, Presto Log
hbm:item.solid_fuel_presto_triplet, Boosted Presto Logs
hbm:item.solid_fuel_bf, Solid Fuel (Balefire)
hbm:item.solid_fuel_presto_bf, Presto Log (Balefire)
hbm:item.solid_fuel_presto_triplet_bf, Boosted Presto Logs (Balefire)
